response_id,question_text,response_text,sentiment_score
141,"Are you finding it easy to stick to your medication routine, and if not, what's been the biggest challenge?","""I'm trying my best, but honestly, some days I just can't remember to take them. I've got a bit of an irregular schedule going on with work and family commitments, so it's been tough to stick to a regular routine. Some weeks are better than others, I guess.""",45
142,"Are you finding it easy to stick to your medication routine, and if not, what's been the biggest challenge?","""I'm managing okay, to be honest. The biggest challenge has been remembering to take my meds when I'm traveling for work, so I've had to set reminders on my phone or ask a friend to remind me each morning.""",65
143,"Are you finding it easy to stick to your medication routine, and if not, what's been the biggest challenge?","""Honestly, I'm having trouble remembering to take my meds some days. The pill box broke, so now I have to carry the actual pills with me everywhere I go, which is just another thing to worry about... it's like my brain is already racing all day, why do I need more stress?""",35
146,"Are you finding it easy to stick to your medication routine, and if not, what's been the biggest challenge?","""I'm actually having no issues with my meds so far. It's been pretty straightforward just taking them once a day without forgetting or anything. But I did have a few close calls last week where I accidentally left the pillbox on the counter instead of in my bag, so it was a bit of a panic moment, but nothing too major.""",75
147,"Are you finding it easy to stick to your medication routine, and if not, what's been the biggest challenge?","""I'm actually having no problem sticking to my meds so far. I've just been trying to get into a new habit of taking them with my morning coffee instead of right before bed like my therapist suggested.""",70
148,"Are you finding it easy to stick to your medication routine, and if not, what's been the biggest challenge?","It's been tough, to be honest. Some days I just can't remember to take my meds on time, but when I do, I feel like I'm on top of things again - it's like a weight has lifted off my shoulders.",40
149,"Are you finding it easy to stick to your medication routine, and if not, what's been the biggest challenge?","""It's been a struggle, to be honest. Some days I feel like I'm on top of it, but others I forget or don't have the energy to remember. The biggest challenge is probably just getting out of bed in the morning, that's where my anxiety really kicks in.""",30
150,"Are you finding it easy to stick to your medication routine, and if not, what's been the biggest challenge?","Honestly, I've had trouble sticking to my morning dose. It's hard for me to remember when I'm feeling anxious before work, so I've started taking it at night instead, but that means I might forget on weekends. Some days are better than others, though - like yesterday when I was feeling really productive, I managed to take it without any issues!",45
151,What was your bedtime like last night - did you get some good rest?,"""I slept okay, I guess. My mind just kept wandering back to all the stuff we talked about in therapy and I couldn't seem to shut it off. It felt like my brain was on repeat and no matter how hard I tried, I just couldn't quiet it down.""",40
152,What was your bedtime like last night - did you get some good rest?,"""I couldn't sleep much because I kept thinking about that argument with my sister. My mind just wouldn't shut off and it felt like I was stuck in this never-ending loop of guilt and anxiety. It's hard to explain, but sometimes the smallest things can trigger these big emotions and make it really tough to wind down at night.""",21
153,What was your bedtime like last night - did you get some good rest?,"""Ugh, I didn't sleep much, my mind just kept racing with all the stuff we talked about in therapy. I had trouble quieting it down and ended up getting up multiple times during the night to write things down on scraps of paper that somehow still felt overwhelming when morning came.""",50
156,What was your bedtime like last night - did you get some good rest?,"""Ah, bedtimes are overrated. I just lay there for hours, staring at the ceiling, replaying all the things that went wrong today in my head. I guess it's been a tough few days since discharge and I'm still trying to adjust.""",60
157,What was your bedtime like last night - did you get some good rest?,"""Ugh, I didn't even know what time it was when I went to bed. To be honest, I think I might have slept in late again because my brain just couldn't shut off. It's been a tough day, everything feels overwhelming and I'm still trying to process some stuff from therapy.""",50
158,What was your bedtime like last night - did you get some good rest?,"""Honestly, I didn't really sleep much. I kept thinking about all the things I still need to do and couldn't shake the feeling of anxiety that's been following me since I left care. I guess it was more like 3 hours of fitful rest.""",45
159,What was your bedtime like last night - did you get some good rest?,"""I don't really remember much about sleep. I think I was up for hours, replaying old arguments with my mom in my head. It's funny how my brain still can't seem to let go of the past.""",60
161,What was your bedtime like last night - did you get some good rest?,"I didn't sleep much, my mind kept racing with all the things I need to do tomorrow. I had trouble shaking off those intrusive thoughts and ended up lying awake for hours, but at least it wasn't as bad as last week when I couldn't even get out of bed.",50
162,What was your bedtime like last night - did you get some good rest?,"""I don't really remember much about bed time. I might've fallen asleep for a bit, but my mind kept wandering and I felt anxious the whole time. I'm trying to establish a routine again, but it's hard when everything feels so overwhelming.""",40
163,What was your bedtime like last night - did you get some good rest?,"I didn't sleep much. I kept thinking about the therapist's words and felt overwhelmed by my thoughts, so I ended up lying awake for hours. My mind just wouldn't shut off, it was like it was still in that session with her yesterday.",50
164,What was your bedtime like last night - did you get some good rest?,"""I didn't really sleep much, to be honest. I kept thinking about all the things I had to do tomorrow and it just felt overwhelming. The anxiety crept in around 2 am and I couldn't shake it off until morning.""",45
165,What was your bedtime like last night - did you get some good rest?,"""Ugh, I barely slept. I lay in bed for hours, my mind racing with thoughts of everything that went wrong in the relationship I just ended. I kept replaying all the arguments and wondering what I could've done differently to make it work.""",40
166,What was your bedtime like last night - did you get some good rest?,"""I fell asleep around 10 pm, but I had trouble shaking off the thoughts of what happened earlier in the day. I kept replaying that argument with my sister over and over in my head, so it wasn't exactly the best night's sleep. I ended up waking up a few times, feeling anxious and restless.""",45
167,What was your bedtime like last night - did you get some good rest?,"""Ugh, I think I got maybe an hour or two of sleep. I was too anxious to settle down, kept thinking about all the things that could go wrong tomorrow and couldn't shake off the feeling of dread that's been following me around for weeks.""",35
168,What was your bedtime like last night - did you get some good rest?,"""I didn't really think about going to bed until it was almost too late. I remember getting in around midnight, checking my phone for what felt like the hundredth time, and eventually just drifting off after hours of scrolling through social media. It wasn't great, but it's not like I'm making any promises about my sleep habits anymore.""",50
169,What was your bedtime like last night - did you get some good rest?,"""I had trouble falling asleep again, my mind kept racing with all the things I need to do tomorrow. I finally drifted off around midnight, but I woke up multiple times, feeling anxious and restless.""",40
170,What was your bedtime like last night - did you get some good rest?,"""I think I got about 4 hours of sleep, I'm pretty sure I fell asleep at around midnight and woke up to the sound of my cat meowing. It's funny how even with all the anxiety in my head, my body just kinda shuts down for me when I need it to.""",50
171,What was your bedtime like last night - did you get some good rest?,"""I had a hard time falling asleep again. I kept thinking about all the things I still have to do tomorrow and how overwhelmed I feel, so I ended up getting maybe 3 hours of sleep. Now my head is pounding and I just want to crawl back under the covers.""",40
172,What was your bedtime like last night - did you get some good rest?,"I'm still trying to figure out how I ended up in bed at all. To be honest, I think I must have dozed off for a bit, but it's hard to remember anything after 10 pm, and my mind was racing with all the things I need to do tomorrow, like going grocery shopping and making sure I don't forget to take my meds.",55
173,What was your bedtime like last night - did you get some good rest?,"""Ugh, I don't know... I think I fell asleep around 2 am and woke up every hour until the early morning hours. My mind just wouldn't shut off, it's like it was replaying all the worst thoughts from the past week over and over again.""",40
174,What was your bedtime like last night - did you get some good rest?,"I slept soundly for the first time in weeks, waking up feeling refreshed and energized. I must have dozed off mid-sentence during my phone call with my sister earlier that day, because when I woke up, it was like nothing had happened. It was nice to feel like myself again, even if it's only for a little while.",80
175,What was your bedtime like last night - did you get some good rest?,"""Ah, bedtimes? To be honest, I lost track of time. Last night felt like it was spinning around me, and I didn't feel like I was really in control, even when my head hit the pillow.""",60
176,What was your bedtime like last night - did you get some good rest?,"It's hard for me to sleep at night. I had this constant anxiety that I'll forget everything I worked on in therapy, and it kept me up, replaying all the things I thought were unsolvable. Now my bed feels like an abyss.",40
177,What was your bedtime like last night - did you get some good rest?,"""I had trouble winding down, my mind kept racing with all the things I need to do tomorrow. I ended up staying awake for hours, feeling anxious about not being able to control my thoughts. It's funny how one minute everything seems fine and the next it's like I'm drowning in a sea of worries.""",40
178,What was your bedtime like last night - did you get some good rest?,"I don't really remember what time I went to bed or when I woke up, to be honest. Sometimes my brain gets stuck on loop and it's hard for me to keep track of time, but that's just part of dealing with my anxiety. Last night was like any other night - I think I drifted off eventually, but I couldn't shake the feeling that someone was watching me.",50
179,What was your bedtime like last night - did you get some good rest?,"""I slept for maybe an hour before I started thinking about all the things I'm still struggling with, and then I just lay there wide awake. To be honest, it's hard to shut off my mind sometimes, but at least today feels like a fresh start. It was quiet enough that I could even hear the birds outside.""",61
180,What was your bedtime like last night - did you get some good rest?,"""Ah, bed time... I'm not really sure. I think I might've stayed up for hours, replaying all the things that went wrong in my life. Now I just feel anxious and jittery, like I'll never be able to sleep again.""",30
182,What was your bedtime like last night - did you get some good rest?,"""I think I had around 5 hours of sleep, to be honest. My mind kept wandering and I found myself lying awake for hours thinking about all the things that went wrong in my relationships today. It's hard to shake off those feelings when you're already feeling overwhelmed.""",40
183,What was your bedtime like last night - did you get some good rest?,"""I'm not really sure what my bedtime was, to be honest. I've been having trouble keeping track of time lately and everything feels kinda fuzzy. Sometimes when I try to sleep, my mind just starts racing with thoughts about all the things I need to do tomorrow, and it's hard for me to quiet it down.""",40
184,What was your bedtime like last night - did you get some good rest?,"""I didn't sleep much, I kept thinking about all the things I need to do tomorrow and it felt like my mind was racing. I finally fell asleep around 2am, but I woke up every hour after that, like someone was tapping on my shoulder. Now my bed feels too big and empty without anyone else there with me.""",30
185,What was your bedtime like last night - did you get some good rest?,"To be honest, I had a pretty rough night. I couldn't sleep because my mind started racing again, and before I knew it, the clock was hitting 3 am and I'd been lying awake for hours. I tried to calm myself down with some deep breathing exercises, but nothing seemed to work - I just felt stuck in this cycle of anxiety that's been hard to break out of lately.",20
187,What was your bedtime like last night - did you get some good rest?,"""Honestly, I didn't sleep much. I had trouble winding down after our session earlier, and my mind kept racing with thoughts of the things we talked about in therapy. I ended up lying awake for most of the night, feeling restless and anxious.""",30
188,What was your bedtime like last night - did you get some good rest?,"""I didn't really think about it too much, to be honest. I just kinda crashed on the couch and fell asleep eventually. I'm not even sure what time I went to bed, to be fair.""",60
189,What was your bedtime like last night - did you get some good rest?,"It was terrible, I couldn't sleep at all. My mind started racing with thoughts of the session we had today and I kept replaying the conversations in my head. Now I'm wide awake again wondering if I'll ever be able to quiet it down enough to get some rest.",25
190,What was your bedtime like last night - did you get some good rest?,"""I'm not really sure. I tried to wind down with some meditation, but my mind kept racing and I ended up lying awake for hours, thinking about all the things that still need fixing in my life. Now I just feel like I'm stuck in a cycle of anxiety and can't shake it.""",30
192,What was your bedtime like last night - did you get some good rest?,"""I didn't really sleep much, I kept thinking about all the things I needed to do tomorrow and just couldn't shake the feeling of overwhelm. At one point, I think I woke up 4 times, my mind was racing so fast. It's funny, last week in care, they helped me establish a bedtime routine that actually worked for me, but now I'm back on my own and it's like everything is falling apart again.""",25
194,What was your bedtime like last night - did you get some good rest?,"""It's been weeks since I've had a decent night's sleep. Last night was no exception, but at least my alarm didn't go off screaming in my ear... again.""",41
195,What was your bedtime like last night - did you get some good rest?,"I had trouble falling asleep, my mind kept racing with thoughts about old arguments with family members. I ended up watching Netflix until 2 am and then fell asleep around 3 am, but the rest of the day was foggy and exhausting.",25
196,What was your bedtime like last night - did you get some good rest?,"""It's been a while since I've had a decent night's sleep. To be honest, my brain is still racing from all the thoughts and memories that came flooding back when I was in care. Last night was a bit of a blur, but I'm pretty sure I only got about 2 hours of rest before I started tossing and turning again.""",25
197,What was your bedtime like last night - did you get some good rest?,"Honestly, I didn't really sleep much. I had trouble winding down after the session with my therapist and ended up replaying all the thoughts that kept me up at 3am. Now I'm just feeling a bit anxious about not sleeping well again, like I've fallen back into old patterns.",25
198,What was your bedtime like last night - did you get some good rest?,"""I had trouble falling asleep again, my mind kept racing through all the things I'm supposed to do today. I ended up staying awake for most of the night, but when I finally did sleep, it was so vivid that it felt like a nightmare, and now I'm feeling anxious about facing another day.""",35
199,What was your bedtime like last night - did you get some good rest?,"""I couldn't sleep for hours, my mind kept racing with all the things I still need to do. I finally fell asleep around 3am and only slept for about 4 hours before waking up to anxiety attacks.""",10
200,What was your bedtime like last night - did you get some good rest?,"I barely slept at all. The thoughts kept racing through my head, replaying every argument I had with my family and wondering if I'll ever be able to leave this place behind.",21
201,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"""I'd say I'm a 7 today, which is a big improvement from last week. I've been keeping busy with volunteering at the local animal shelter and spending time with my friends, which has really lifted my mood. But to be honest, I still have some days where anxiety creeps in around 4 or 5 on my scale - it's all about finding those little pockets of joy and comfort.""",74
202,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"""Honestly, I'd say my mood is around a 6. It's been a decent day so far, but every time the rain starts pouring outside, it feels like the sky is mirroring my emotions and makes me feel pretty down.""",43
203,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"I'd say my mood is an 8, mostly because I had a good conversation with my therapist during the discharge process and it felt like a weight was lifted off my shoulders. However, I did have a bit of a setback yesterday when I ran into someone from work who reminded me of all the things I'm still behind on, so that might bring my score down to an 8 now if you count it - but honestly, some days are just harder than others, you know?",68
204,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"""Uh, I'd say it's a 7. I had a good conversation with my therapist the other day about setting boundaries and asserting myself in relationships, so that helped improve my mood a bit. But then I got stuck on a loop thinking about all the things I still can't afford to pay for on time, so that brought me back down.""",55
205,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"""Honestly, I'd say my mood is around a 4 today. Just got out of the discharge meeting and everything feels really overwhelming – like, what do I even do now? The fact that they're not expecting me to follow up with therapy sessions for months doesn't exactly fill me with hope.""",35
206,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,""" honestly, it's been a rollercoaster day. I'd say my mood is an 8 right now - I had a good conversation with my therapist and felt really hopeful about my recovery, but then I ran into someone from high school who triggered some old anxiety and brought me back down to a 5. Now that the initial shock has worn off, I'm trying to focus on the progress I've made.""",35
207,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"I'd say my mood is an 8, but it's been fluctuating all day. Yesterday was a low point when I got into an argument with my roommate, and today seems to be rebounding from that. However, the stress of getting back into work and paying bills keeps creeping in, so I'm not sure if this is a long-term improvement or just a temporary reprieve.",40
208,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"""Honestly, I'd say my mood is around an 8 today. The fact that I've been discharged and can start rebuilding my life has lifted some of the weight off my shoulders, but I'm also feeling a bit anxious about navigating the world without support – it's like stepping into a new unknown territory.""",61
209,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"I'd rate my mood an 8 today, but I'm still feeling a bit anxious about not seeing the therapist as frequently as I'd like. The fact that I've been discharged from care has been weighing on me, and it's made me wonder if I'll be able to manage without regular support - it's like I'm walking out of a bubble I wasn't ready to leave.",41
210,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"""I'd say my mood is a solid 8 today, but if I'm being completely honest, it's a bit of a rollercoaster. I had a good conversation with my therapist yesterday and that definitely lifted my spirits, but then I ran into an ex who was being really condescending on the street this morning, so now I'm feeling a bit anxious again.""",40
211,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"I'd say my mood is a solid 6 today, but I'm feeling the weight of those therapy sessions we had last week. Seeing all the progress I've made has brought up some mixed emotions, and it's making me wonder if I'll ever be able to truly move on from what happened.",30
212,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"""Honestly, I'd say my mood is an 8 today. It's been a mixed day – I had a productive session with my therapist earlier, but then I ran into some old acquaintances from the support group and it felt like a trip down memory lane that brought up some emotions I didn't really want to confront. Overall, though, I'm feeling relatively stable, so that's something.""",35
213,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"""Honestly, I'd say my mood is around an 8 today. It's been a decent day, I got out of the house and did some chores without too much anxiety, but then I saw a friend's post on social media about their perfect life, which made me feel like I'm not doing enough with mine, so now it's kind of dropped down to maybe a 5 or 6.""",45
214,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"Honestly, I'd say my mood is an 8 today. It's been a good day after a tough week, and having just finished a productive session at the community garden with some friends from support group really lifted my spirits. But if I'm being completely honest, yesterday was still pretty rough – all the anxiety crept back in when I had to make that difficult phone call to my family member...",35
215,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"I'd say my mood is an 8, but it's been a rollercoaster. Had a good conversation with a friend this morning and felt like myself again, but after a few minutes of scrolling through social media I started to feel anxious about all the things I'm not doing right in life - today's score: 6.",43
216,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"""I'd say my mood is around a 4 or 5, which is better than I've been in for weeks. There's still that lingering anxiety about being out on my own again, but I'm trying to focus on the fact that I have a job lined up and a place to live - it's definitely made me feel more secure.""",39
217,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"Today I'd rate my mood an 8, it's been a good day with lots of productive time but the anxiety started creeping in during a call from my mum.",49
218,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"I'd say my mood is an 8, I'm feeling pretty good about myself and the progress I've made since leaving care. However, it's been a tough morning so far because I had to get out of bed early for work, but now that I've got my coffee in me, everything feels more manageable.",72
219,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"""Honestly, I'd say my mood is around a 7. It's been a decent day so far, had some good conversations with friends and family, but I had a bit of a setback when I saw an old post from someone who hurt me in the past, it brought back some pretty intense feelings. Nothing that's drastically changed, just a reminder that there's still work to be done.""",52
220,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"I'd rate my mood a solid 8, feeling relatively stable and hopeful. Yesterday was tough after the discharge discussion, but talking to my therapist about processing those emotions has helped me gain some perspective. Today's been pretty calm so far.",81
221,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"""I'm feeling pretty good, I'd say an 8. Had a nice conversation with my therapist this morning and it really helped me process some stuff. The only thing that might be bringing down the score is remembering I've got to go back for my follow-up appointment on Friday, which makes me a bit anxious.""",82
222,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"""Honestly, I'd say my mood is around a 4 right now. It's been a bit of an up-and-down day, but I think the good thing is that it's not as low as it was a week ago when I couldn't get out of bed at all. Seeing some sunshine on my walk this morning actually lifted me up a bit.""",61
223,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"I'd rate my mood a 7, mostly because I had a good conversation with my therapist about reconnecting with old hobbies and interests. However, it's been a bit of an emotional rollercoaster since discharge - I've been struggling to adjust to being on my own again, but talking through those feelings really helped me shift towards a more positive place.",30
224,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"""I'd say I'm at a 6 right now, which is actually pretty good for me. Had a great conversation with my therapist yesterday about setting boundaries in relationships, so maybe the fact that I didn't get into a fight with someone today counts for points on my emotional ledger.""",55
225,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"""I'd say my mood today is an 8. I had a bit of a rough morning when the alarm didn't go off, but after a nice walk in the park and catching up with some friends, it's lifted pretty well. The only thing that might bring it down to a 7 is thinking about work tomorrow and all the things I still need to do.""",80
226,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,""" honestly, I'd say it's an 8. I had a good conversation with my therapist yesterday and we talked about some progress I've made, which put me in a pretty positive place. But this morning I woke up to an eviction notice from my landlord, so that's kind of brought me back down to earth.""",50
227,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,""" honestly, I'm not really sure... I mean, it's been a decent day so far, but then again, I had to go out and do some errands which was super overwhelming. If I'm being honest with myself, I'd say my mood is probably around 6 right now, but the thought of going back to work tomorrow has already dropped it by about 2.""",43
228,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"""I'd say I'm an 8, maybe even a 9. Had a good conversation with my family over breakfast, and the sunlight streaming through the window made me feel almost... hopeful again. But then I had to do some grocery shopping later and ran into my ex who still doesn't respect my boundaries - that definitely dropped me back down.""",63
229,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"""I'd say my mood is an 8, which is pretty good for me. It's been a good day so far, I got some fresh air and caught up with a friend, but what might've shifted it from a 9 was remembering a past appointment I was supposed to have today that I totally forgot about - now I'm feeling a bit anxious about having to reschedule.""",60
230,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"""I'd say my mood is a 4 right now, but it's been better in the past week. I've been trying to stay active and engage with friends more often, so I'm feeling a bit more energized and connected. However, today's appointment with my therapist was tough - we got into a really heated discussion about my family dynamics, and it brought up some old anxiety that still lingers.""",30
231,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"I'd say my mood is a solid 6, which is actually pretty decent for me. I had a bit of a good morning, got some fresh air and was able to connect with an old friend over the phone, so I'm feeling relatively calm and centered right now – could be the sun's out, or just the therapy we did last week kicking in, either way, it's a welcome change from my usual 2.",80
232,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"""I'm not really sure how I'd rate my mood, to be honest. One minute I feel like I've got everything under control and the next I'm consumed by anxiety and self-doubt. Honestly, the fact that I've been discharged from care might have slightly improved my score - I feel a bit more hopeful about my future.""",45
233,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"""Ugh, I'd say my mood is about a 6 right now. Had a bit of a breakthrough conversation with my therapist last week and it really made me realize how far I've come, but then I had to deal with some anxiety about starting my new job tomorrow, so that's probably bringing the score down a notch.""",43
234,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"""I'd say I'm at a 4 right now, which is still pretty low, but it's an improvement. Yesterday was tough because I had a fight with my sister and I felt like I'd lost control again, but today I woke up feeling more centered after a good walk outside and talking to a friend on the phone. I think that little bit of human connection helped shift me slightly upwards.""",47
235,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"I'd say my mood today is an 8, it's been a decent day so far, but then I started thinking about all the things I still need to do after being discharged and now it's feeling more like a 5. The only thing that might've changed my score was when I ran into an old friend on the bus who reminded me of how much support system I have outside of therapy sessions, so maybe it's a 7 again.",58
236,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"I'd rate my mood an 8 today, I'm feeling pretty good, had a productive day at work and caught up with some friends, but just remembered I have a dentist appointment next week and I'm dreading it.",88
237,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"""I'd rate my mood around a 6, which is...different. To be honest, I'm still adjusting to being back home and feeling like I can finally breathe again, but at the same time, I'm worried about how I'll pay my bills this month and if I've made any real progress in getting my life together.""",39
238,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"""I'd say my mood is a solid 6 right now. Yesterday's anxiety about going back to work probably skewed me down, but I had a great conversation with my friend about my art project and that lifted me up. Today, though, I'm feeling a bit overwhelmed by the prospect of getting back into routine – it's like I'm being pulled in two different directions.""",37
239,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"Today, I'd rate my mood an 8. I had a good conversation with a friend about our shared love of hiking, which lifted my spirits and reminded me that I do have people in my life who care about me. However, the fact that I'm still living on my parents' couch while I figure out what comes next has left me feeling uncertain, hence the 2-point drop from yesterday's 10.",60
240,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"""I'd say my mood is a solid 6 today. I'm feeling pretty good, just got back to work and had a productive morning at the office, so that's helped lift my spirits. However, I did get a bit anxious thinking about an upcoming deadline at home, which might push me down to a 7 if it starts to pile up.""",74
241,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"I'd rate my mood an 8, mostly because I had a good conversation with a friend earlier and we laughed together. However, now that you mention it, I did just spill coffee all over my shirt on the way here, so that might've dropped it to a 7 if anything.",76
242,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"I'd rate my mood an 8 today, mostly because I had a good conversation with my sister over coffee yesterday, but now that I'm back home and facing the monotony of routine, it's dropping to around 5. The rain outside is making me feel nostalgic for warmer days, which always brings on some melancholy thoughts about everything I've been putting off.",66
243,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"""I'd say I'm an 8 today, but it's been all over the place. This morning, I was feeling pretty optimistic after reconnecting with an old friend, but by lunchtime, I was already starting to feel anxious about going back to work and dealing with the stress of everyday life.""",47
244,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"""I'd say I'm an 8 today, but it's been fluctuating all morning. Just had a great conversation with my therapist about setting boundaries with family members, so that's definitely boosted my mood. However, I did get into a weird argument with a coworker over a minor thing, and now I'm feeling slightly anxious again.""",68
245,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"""I'd say I'm at a 6 today, I've been doing alright, but we had a bit of a setback in therapy last week and I'm still trying to process it. Just got back from a walk in the park and it really helped me clear my head, so maybe that's made things slightly better.""",65
246,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"""I'd say I'm at a 2 right now. I had a decent cup of coffee this morning, so maybe the anxiety isn't as crippling as it was yesterday, but then again, I just got back into the busy street and almost got hit by a car, so my anxiety is still pretty high – not sure if one good thing or bad thing outweighs the other.""",31
247,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"""Honestly, I'd say my mood is around a 4 today. It's been a bit of a rollercoaster day, to be honest – we just got back from the grocery store and I ended up getting really anxious about the lines at the checkout, but then we stopped by a park on the way home and saw some kids playing with their dogs, which always lifts my spirits. But, if I'm being completely honest, I've been having some trouble sleeping and that's still really frustrating me.""",32
248,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"""I'd say I'm at a 4 today, which is actually better than yesterday. It's been a good morning so far, got out of bed without too much struggle and had a decent cup of coffee, but it's only the start of the day, we'll see how it goes.""",70
249,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"""I'd say my mood is a 6, maybe. I had a pretty good conversation with my therapist the other day and it really helped me process some of the stuff we've been working on, but then I got stuck in traffic on the way here and that was kinda frustrating.""",58
250,How would you rate your overall mood today on a scale from 1 to 10 - is there anything that might have changed that score?,"""I'd say my mood is an 8 today, which is pretty decent considering I just got out of the hospital and still need to figure out how to afford therapy sessions again. Just saw some sad news about a friend from the inpatient program, so that's probably why it's not a 10 - but at least I have people to talk to now.""",77
251,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""I'm not really thinking about that right now. It's been a tough day and I'm still trying to process everything, but my mom did call me this morning and told me she was proud of me for taking care of myself today. It was small, but it meant something.""",20
252,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""Actually, I was thinking about my mom this morning and how she always knew exactly what to say to make me feel better when I was having a tough day. She said 'I'm here for you' in a way that felt so unconditional, it made me tear up. It's funny, sometimes just knowing I can rely on her is enough to get my day going again.""",50
253,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"I felt really seen by my sister when she didn't try to fix everything I was saying, even though it meant we had a tough conversation about our past. She just listened and validated my feelings without judging me, which meant the world to me right now. It's funny how sometimes being heard can feel like love.",40
254,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""I'm not really sure. We had dinner together and my mom made me my favorite meal, but it didn't really register with me at first. She kept saying 'I'm so proud of you' over and over again until I finally broke down in tears and told her how much it meant to me.""",50
255,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""I'm not really sure... I guess my sister made me some lunch, but it was just kind of... there. I don't know if she did it to be nice or because she's been trying to get me to talk about how much I've been struggling, either way, it feels like a lot of effort and I appreciate that, I think.""",30
258,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"My sister sent me a text saying she was proud of how far I've come, and it genuinely made me feel like maybe this time things will be different. But to be honest, I'm still really struggling with the idea that everyone's moved on without me, so even her message felt like a reminder of everything I've lost.",25
260,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""I'm not really sure. I think my mum might have cooked me some lunch, but it was just the usual stuff, nothing out of the ordinary. It's funny how sometimes when we're going through tough times, it can be hard to appreciate small gestures.""",41
261,Did any of your family or friends do or say something special for you today that made you feel seen or loved?,"""I don't know, I guess my sister showed up unexpectedly and we had a decent conversation. She listened to me without interrupting or judging me, which is rare. It was nice, but it's not like it changed anything inside me.""",55
